CustomerID,purchase_frequency,total_revenue,total_quantity,last_purchase_date,first_purchase_date,unique_products,days_since_last_purchase,customer_lifespan_days,avg_order_value
13558,4,594.52,338,2011-12-04,2011-10-02,123,5,62,148.63
13560,1,171.42000000000002,63,2011-12-02,2011-12-02,32,6,0,171.42
13561,1,141.85999999999999,83,2011-05-08,2011-05-08,14,215,0,141.86
13562,3,1799.33,757,2011-09-19,2011-04-08,50,81,163,599.78
13563,2,777.53,209,2011-09-16,2011-07-22,49,83,55,388.76
13564,3,1724.67,636,2011-07-18,2010-12-06,68,143,223,574.89
13565,2,240.22,172,2011-11-20,2011-01-09,35,18,315,120.11
13566,2,856.84,567,2011-10-30,2011-09-18,134,40,41,428.42
13568,1,187.05,66,2011-06-19,2011-06-19,41,172,0,187.05
13569,2,338.62,156,2011-11-22,2010-12-07,73,16,350,169.31
13570,1,239.49,161,2011-04-10,2011-04-10,27,242,0,239.49
13571,12,2088.94,1757,2011-11-27,2011-03-31,157,12,240,174.08
13572,1,1384.25,534,2011-05-18,2011-05-18,32,205,0,1384.25
13573,2,290.25,302,2011-10-20,2011-03-31,24,49,202,145.12
13575,5,732.0699999999999,449,2011-11-16,2011-06-16,41,22,152,146.41
13576,18,6717.34,2646,2011-11-29,2010-12-01,78,9,362,373.19
13577,4,1687.6000000000001,791,2011-11-14,2011-04-12,61,24,216,421.9
13579,2,467.04,176,2011-11-25,2010-12-05,19,14,354,233.52
13581,1,118.0,30,2011-02-03,2011-02-03,10,308,0,118.0
13583,1,781.03,725,2011-07-07,2011-07-07,53,155,0,781.03
13584,1,142.4,37,2011-02-06,2011-02-06,24,306,0,142.4
13587,1,712.4,180,2011-10-07,2011-10-07,8,63,0,712.4
13588,9,2478.95,2606,2011-11-24,2011-03-29,131,15,239,275.44
13589,2,379.65,114,2011-11-25,2011-06-13,21,14,164,189.82
13590,6,1981.92,1848,2011-11-28,2011-02-09,70,10,291,330.32
13591,3,1117.13,485,2011-10-06,2011-03-18,56,64,202,372.38
13592,4,247.95999999999998,84,2011-11-04,2011-03-20,15,35,228,61.99
13593,5,2011.88,719,2011-08-23,2011-01-07,77,107,227,402.38
13594,1,396.97,359,2011-10-18,2011-10-18,26,52,0,396.97
13596,2,664.11,384,2011-12-04,2011-11-27,133,5,7,332.06
13598,1,160.04,52,2011-10-23,2011-10-23,33,46,0,160.04
13599,21,5149.92,3293,2011-12-08,2010-12-08,171,0,365,245.23
13600,1,219.52,324,2011-01-31,2011-01-31,19,311,0,219.52
13601,2,693.32,548,2011-10-25,2011-05-12,90,44,166,346.66
13602,1,428.89,267,2011-10-06,2011-10-06,23,64,0,428.89
13603,1,164.34,164,2011-11-13,2011-11-13,27,25,0,164.34
13606,3,276.75,276,2011-11-10,2011-02-01,40,28,282,92.25
13607,1,675.51,288,2011-10-30,2011-10-30,93,39,0,675.51
13610,7,1082.33,488,2011-11-27,2011-02-27,165,11,273,154.62
13611,3,1154.4,754,2011-09-11,2010-12-15,67,88,270,384.8
13614,4,1585.46,564,2011-11-15,2011-01-13,171,23,306,396.36
13615,1,417.69,189,2011-01-25,2011-01-25,23,318,0,417.69
13617,3,544.18,300,2011-10-30,2011-06-12,31,39,140,181.39
13618,1,177.34,246,2011-06-19,2011-06-19,13,173,0,177.34
13621,1,213.85,343,2011-08-15,2011-08-15,19,116,0,213.85
13623,5,727.74,286,2011-11-09,2011-02-15,75,30,266,145.55
13626,1,257.23,209,2011-04-01,2011-04-01,19,252,0,257.23
13627,5,1638.47,1269,2011-10-11,2010-12-17,84,58,298,327.69
13629,11,7792.36,4372,2011-11-16,2011-01-05,28,22,315,708.4
13630,7,2031.78,1391,2011-12-04,2011-02-27,51,4,280,290.25
13631,11,3070.42,467,2011-09-01,2011-03-17,6,99,167,279.13
13632,5,2118.93,1031,2011-11-15,2011-04-10,121,24,218,423.79
13634,5,1547.3600000000001,700,2011-11-06,2011-01-16,156,32,293,309.47
13635,1,1071.03,677,2011-10-03,2011-10-03,62,67,0,1071.03
13636,5,949.12,592,2011-11-03,2011-02-27,57,36,248,189.82
13637,3,804.3,405,2011-10-18,2011-04-27,79,51,174,268.1
13638,1,122.64,93,2011-11-24,2011-11-24,8,15,0,122.64
13639,1,1033.34,800,2011-09-26,2011-09-26,39,73,0,1033.34
13642,1,312.28,151,2011-05-08,2011-05-08,57,215,0,312.28
13643,3,519.44,273,2011-11-08,2011-06-07,24,30,154,173.15
13644,4,2624.26,2067,2011-11-23,2011-08-26,144,15,89,656.06
13645,1,252.1,158,2011-08-11,2011-08-11,5,119,0,252.1
13647,4,1648.1200000000001,887,2011-11-30,2011-04-19,65,9,225,412.03
13649,2,346.6,139,2011-03-28,2010-12-08,23,256,109,173.3
13650,6,1836.34,922,2011-11-23,2011-03-17,79,16,250,306.06
13651,2,94.2,33,2011-11-04,2011-10-31,6,34,4,47.1
13652,3,1095.08,578,2011-10-25,2010-12-06,48,45,322,365.03
13654,6,2707.33,2182,2011-10-27,2011-03-11,157,42,230,451.22
13655,2,932.97,605,2011-08-17,2011-04-12,52,113,127,466.48
13656,2,379.65,490,2011-06-28,2011-01-06,49,164,172,189.82
13657,2,382.14,209,2011-11-29,2011-05-22,16,10,190,191.07
13658,5,2639.17,1019,2011-11-30,2011-05-19,91,9,194,527.83
13659,2,1563.0,882,2011-05-18,2011-01-23,92,205,115,781.5
13662,3,881.26,533,2011-09-15,2011-03-25,50,85,173,293.75
13663,1,189.47,91,2011-06-13,2011-06-13,13,178,0,189.47
13666,3,84.65,41,2011-10-10,2011-02-25,12,59,227,28.22
13667,1,299.05,149,2011-07-13,2011-07-13,82,148,0,299.05
13668,21,6309.83,3722,2011-12-07,2010-12-12,284,2,359,300.47
13669,2,218.55,237,2011-10-20,2011-07-13,9,50,98,109.28
13670,1,349.7,282,2011-09-25,2011-09-25,25,74,0,349.7
13672,2,186.39000000000001,57,2011-02-11,2011-01-11,4,300,30,93.2
13673,2,387.44,114,2011-11-21,2011-11-07,47,18,13,193.72
13675,2,486.82000000000005,330,2011-07-11,2011-02-28,25,150,133,243.41
13678,1,232.6,924,2011-07-11,2011-07-11,16,151,0,232.6
13680,4,3719.12,1934,2011-12-08,2011-01-04,164,0,337,929.78
13681,4,827.83,360,2011-11-22,2011-07-07,37,17,137,206.96
13682,1,59.5,10,2011-06-05,2011-06-05,3,186,0,59.5
13684,1,65.13,38,2011-02-27,2011-02-27,29,285,0,65.13
13685,7,3119.44,5056,2011-12-07,2011-10-10,29,2,57,445.63
13686,1,72.0,70,2011-06-10,2011-06-10,8,182,0,72.0
13689,1,910.0,512,2011-10-07,2011-10-07,6,62,0,910.0
13690,1,172.25,67,2011-10-11,2011-10-11,9,58,0,172.25
13692,3,1488.32,1226,2011-11-15,2011-04-17,48,24,211,496.11
13694,50,65039.62,63312,2011-12-06,2010-12-01,366,3,369,1300.79
13695,15,2504.13,1603,2011-11-08,2011-03-25,46,30,228,166.94
13697,1,151.29999999999998,177,2011-11-01,2011-11-01,12,38,0,151.3
13699,1,308.58000000000004,66,2011-07-07,2011-07-07,14,154,0,308.58
13700,10,2248.63,2281,2011-11-13,2011-01-16,139,25,300,224.86
13703,1,99.5,10,2011-01-25,2011-01-25,1,317,0,99.5
13704,9,2308.06,1531,2011-12-04,2011-09-12,111,4,83,256.45
13705,3,711.86,363,2011-12-02,2010-12-01,25,7,366,237.29
13706,1,330.79,189,2011-02-10,2011-02-10,20,302,0,330.79
13707,2,806.41,351,2011-03-17,2011-01-28,48,266,48,403.2
13708,1,285.33,301,2011-03-13,2011-03-13,49,270,0,285.33
13709,13,6307.650000000001,3508,2011-12-06,2011-01-28,244,3,311,485.2
13710,1,180.48,176,2011-11-08,2011-11-08,8,31,0,180.48
13711,2,252.06,140,2011-05-05,2011-05-05,11,218,0,126.03
13712,1,228.84,352,2011-04-07,2011-04-07,10,246,0,228.84
13715,5,1077.39,562,2011-03-03,2010-12-02,89,280,91,215.48
13716,1,138.28,138,2011-03-15,2011-03-15,21,268,0,138.28
13717,6,1445.01,1959,2011-11-07,2011-02-14,92,31,266,240.84
13718,2,306.55,173,2011-04-07,2011-02-17,9,245,49,153.28
13719,5,1041.68,609,2011-11-24,2011-04-19,56,14,219,208.34
13720,4,799.9,501,2011-08-15,2011-03-30,42,116,138,199.98
13721,1,524.14,316,2011-11-03,2011-11-03,28,35,0,524.14
13722,3,2375.41,1401,2011-07-31,2011-03-02,75,131,151,791.8
13723,1,199.85000000000002,43,2011-05-06,2011-05-06,6,216,0,199.85
13725,8,1980.56,806,2011-10-21,2011-02-04,95,49,258,247.57
13726,2,1079.6599999999999,1054,2011-11-01,2011-08-31,39,38,61,539.83
13727,2,333.48,162,2011-11-11,2011-11-06,19,28,4,166.74
13728,6,1016.14,458,2011-11-03,2011-02-02,38,36,273,169.36
13730,2,752.6,488,2011-07-27,2011-07-01,38,135,25,376.3
13731,2,610.59,278,2011-05-04,2011-04-07,36,218,27,305.3
13732,1,491.86,498,2011-11-11,2011-11-11,33,27,0,491.86
13735,4,2883.54,1128,2011-11-15,2011-04-19,158,24,209,720.88
13736,2,729.8,496,2011-12-04,2011-03-24,166,4,255,364.9
13737,1,339.59999999999997,125,2011-05-23,2011-05-23,29,199,0,339.6
13739,1,216.9,54,2011-11-21,2011-11-21,3,17,0,216.9
13740,1,350.75,425,2011-04-13,2011-04-13,23,240,0,350.75
13741,3,668.4300000000001,218,2011-09-29,2011-05-06,34,71,145,222.81
13742,12,3107.87,1115,2011-11-23,2011-01-23,200,16,303,258.99
13743,7,1341.6,1776,2011-12-07,2011-03-25,8,2,256,191.66
13744,2,1080.52,1153,2011-09-05,2011-02-20,54,94,197,540.26
13745,1,300.04,496,2011-06-30,2011-06-30,25,161,0,300.04
13747,1,79.6,8,2010-12-01,2010-12-01,1,373,0,79.6
13748,5,948.25,439,2011-09-05,2010-12-01,24,95,278,189.65
13750,5,1647.26,516,2011-10-17,2011-01-07,20,53,283,329.45
13751,1,296.25,152,2011-02-24,2011-02-24,9,287,0,296.25
13752,6,1175.38,874,2011-08-07,2011-04-07,64,123,122,195.9
13753,1,741.26,512,2011-02-25,2011-02-25,35,287,0,741.26
13754,2,282.59999999999997,214,2011-07-11,2011-01-26,11,151,165,141.3
13755,9,2108.06,1242,2011-12-06,2011-10-07,232,3,59,234.23
13756,14,5189.52,3188,2011-12-07,2010-12-07,66,1,365,370.68
13758,7,3190.55,1844,2011-11-28,2010-12-01,104,11,361,455.79
13759,2,659.4100000000001,287,2011-11-06,2011-09-29,24,32,37,329.71
13760,2,286.79,197,2011-10-16,2011-03-28,50,53,202,143.4
13761,2,1070.65,642,2011-10-20,2011-06-13,68,49,129,535.33
13762,1,306.72,272,2011-05-05,2011-05-05,7,218,0,306.72
13763,1,1714.96,728,2011-10-07,2011-10-07,15,62,0,1714.96
13764,3,1519.42,926,2011-09-30,2011-01-06,183,70,266,506.47
13767,37,17220.36,7322,2011-12-07,2010-12-01,55,1,371,465.42
13769,10,2796.51,1163,2011-12-07,2010-12-07,73,1,365,279.65
13771,4,2634.45,1477,2011-10-06,2011-04-06,114,63,182,658.61
13772,3,1122.63,540,2011-11-06,2011-04-14,141,33,205,374.21
13774,1,345.0,192,2011-09-19,2011-09-19,22,81,0,345.0
13777,33,25977.16,12897,2011-12-09,2010-12-01,36,0,372,787.19
13778,1,178.7,70,2011-08-28,2011-08-28,9,102,0,178.7
13780,2,360.01,318,2011-12-02,2011-06-22,56,6,163,180.0
13781,1,127.84,30,2011-04-03,2011-04-03,17,250,0,127.84
13782,6,908.86,369,2011-11-27,2011-01-16,96,12,315,151.48
13784,11,2462.79,2493,2011-11-30,2011-01-11,9,9,322,223.89
13786,1,230.39999999999998,136,2010-12-07,2010-12-07,7,366,0,230.4
13787,2,309.04,337,2011-09-25,2010-12-10,24,75,288,154.52
13790,1,348.8,748,2011-12-05,2011-12-05,45,3,0,348.8
13791,2,1516.0,1200,2011-08-04,2011-06-24,7,127,40,758.0
13792,2,195.55,92,2011-10-04,2011-02-25,13,65,221,97.78
13798,57,37153.85,23948,2011-12-08,2010-12-02,113,0,370,651.82
13799,2,688.86,402,2011-08-15,2011-02-18,32,116,177,344.43
13800,1,558.32,331,2011-02-03,2011-02-03,33,309,0,558.32
13801,1,324.8,168,2011-10-04,2011-10-04,23,66,0,324.8
13802,3,4599.42,2572,2011-07-24,2011-02-01,55,138,172,1533.14
13803,1,277.07,121,2011-03-29,2011-03-29,17,254,0,277.07
13804,7,2588.39,1462,2011-11-09,2011-02-23,124,30,259,369.77
13805,2,924.6,1900,2011-10-18,2011-08-02,10,51,76,462.3
13806,1,256.38,56,2011-10-07,2011-10-07,10,63,0,256.38
13807,1,112.6,36,2010-12-07,2010-12-07,7,366,0,112.6
13808,5,1747.66,782,2011-12-04,2011-09-04,70,5,91,349.53
13809,1,155.05,29,2011-02-07,2011-02-07,11,304,0,155.05
13810,3,1499.01,312,2011-11-11,2011-10-14,32,28,27,499.67
13811,3,814.5,68,2011-06-09,2011-04-14,7,183,55,271.5
13812,3,539.0,333,2011-10-28,2011-08-26,33,41,63,179.67
13813,4,1366.8600000000001,552,2011-10-31,2011-07-28,54,39,95,341.72
13814,2,1579.12,864,2011-09-08,2011-07-25,37,91,44,789.56
13815,4,4027.36,2560,2011-11-17,2011-01-25,132,21,296,1006.84
13816,2,571.6700000000001,269,2011-11-16,2011-10-06,25,23,40,285.84
13817,2,382.98,211,2011-11-10,2010-12-23,20,28,322,191.49
13819,3,1140.35,1109,2011-02-11,2011-01-24,26,301,18,380.12
13821,2,385.64,153,2011-07-18,2011-03-23,51,144,116,192.82
13822,2,632.0,611,2011-12-04,2011-10-30,90,5,34,316.0
13823,2,957.66,439,2011-11-21,2011-09-09,39,18,72,478.83
13824,5,1698.94,768,2011-11-07,2011-02-02,34,32,277,339.79
13826,1,189.5,82,2011-06-16,2011-06-16,10,175,0,189.5
13827,3,409.8,138,2011-10-13,2011-07-19,83,57,85,136.6
13828,1,209.49,311,2011-11-17,2011-11-17,15,21,0,209.49
13831,6,2198.45,743,2011-11-23,2010-12-05,58,15,353,366.41
13832,1,52.199999999999996,28,2011-11-20,2011-11-20,3,18,0,52.2
13833,1,383.85,117,2011-07-03,2011-07-03,28,158,0,383.85
13835,4,834.57,442,2011-11-14,2011-05-08,48,24,190,208.64
13837,2,266.59000000000003,182,2011-05-12,2011-01-26,17,211,105,133.3
13838,4,674.82,254,2011-12-04,2010-12-05,144,5,364,168.7
13841,1,85.0,100,2011-04-01,2011-04-01,1,252,0,85.0
13842,9,3385.62,1768,2011-10-12,2010-12-08,155,58,308,376.18
13844,1,361.62,196,2011-11-28,2011-11-28,20,10,0,361.62
13845,1,312.98,182,2011-10-06,2011-10-06,9,64,0,312.98
13846,3,865.0600000000001,388,2011-11-15,2010-12-14,55,24,335,288.35
13848,3,1255.0,3700,2011-09-08,2010-12-08,3,91,273,418.33
13849,2,1537.95,1016,2011-10-19,2011-06-22,97,51,119,768.98
13850,1,1595.48,944,2011-08-02,2011-08-02,93,128,0,1595.48
13851,3,2651.46,1705,2011-09-05,2011-02-24,77,95,192,883.82
13853,1,1090.14,312,2011-10-13,2011-10-13,23,56,0,1090.14
13854,25,8109.5199999999995,2296,2011-12-01,2010-12-09,39,8,356,324.38
13856,3,388.5,494,2011-06-24,2011-05-20,10,168,34,129.5
13858,1,216.17,75,2011-10-13,2011-10-13,11,56,0,216.17
13859,1,201.16,129,2011-01-17,2011-01-17,27,325,0,201.16
13860,5,1245.9,591,2011-12-08,2011-09-14,58,0,85,249.18
13862,8,2209.36,1688,2011-11-21,2011-01-11,97,17,314,276.17
13863,1,305.78,224,2011-04-06,2011-04-06,20,247,0,305.78
13865,4,501.56,204,2011-10-12,2011-02-23,26,57,231,125.39
13866,1,145.67000000000002,57,2011-09-26,2011-09-26,7,73,0,145.67
13867,3,1005.09,501,2011-11-08,2011-05-05,51,30,186,335.03
13868,2,3192.54,1964,2011-12-02,2011-11-01,32,6,31,1596.27
13869,4,3083.65,1709,2011-08-08,2010-12-17,234,122,233,770.91
13870,8,2770.94,1325,2011-12-07,2011-02-25,91,1,285,346.37
13871,13,6403.25,2806,2011-11-17,2011-02-04,155,22,286,492.56
13873,3,389.6,140,2011-08-12,2011-02-03,21,119,190,129.87
13874,1,540.45,180,2010-12-16,2010-12-16,18,357,0,540.45
13875,5,1786.79,1316,2011-10-17,2011-02-11,79,53,247,357.36
13876,1,122.7,36,2011-10-07,2011-10-07,7,63,0,122.7
13877,1,117.24,108,2011-09-14,2011-09-14,3,85,0,117.24
13878,1,1271.57,463,2011-10-16,2011-10-16,35,54,0,1271.57
13880,13,3219.77,1842,2011-11-18,2010-12-07,125,20,345,247.67
13881,20,17159.52,10118,2011-12-06,2011-02-01,72,3,308,857.98
13882,5,1191.13,953,2011-12-07,2011-10-06,54,2,61,238.23
13883,5,2674.48,1436,2011-11-29,2011-03-31,108,10,242,534.9
13884,5,787.6,300,2011-12-02,2011-03-01,45,6,276,157.52
13885,2,506.8,182,2011-06-03,2011-05-23,28,188,11,253.4
13886,1,243.56,126,2011-09-29,2011-09-29,16,70,0,243.56
13887,1,349.55,147,2011-05-19,2011-05-19,19,203,0,349.55
13888,2,595.67,254,2011-08-12,2011-05-05,38,119,98,297.83
13889,1,416.90000000000003,146,2011-09-08,2011-09-08,15,92,0,416.9
13890,10,1883.8100000000002,831,2011-12-08,2010-12-16,74,0,357,188.38
13892,4,632.97,983,2011-11-13,2011-04-07,26,26,219,158.24
13893,1,821.1,190,2011-02-15,2011-02-15,21,297,0,821.1
13894,3,564.62,354,2011-11-16,2011-02-02,25,23,286,188.21
13895,4,2593.07,1365,2011-11-11,2011-06-28,97,27,136,648.27
13897,1,311.16,200,2011-10-20,2011-10-20,17,49,0,311.16
13898,1,155.93,133,2011-01-18,2011-01-18,12,325,0,155.93
13899,2,388.52,156,2011-11-23,2011-03-10,19,15,258,194.26
13900,3,740.95,430,2011-06-09,2011-03-22,42,182,79,246.98
13901,5,2867.2,1739,2011-09-28,2011-01-25,144,71,246,573.44
13904,2,332.64,332,2011-11-02,2011-02-18,24,36,257,166.32
13908,4,2369.55,1478,2011-09-21,2011-03-08,104,79,196,592.39
13911,9,2580.91,2731,2011-10-13,2011-02-04,120,56,251,286.77
13914,2,626.45,380,2011-11-28,2011-11-03,28,11,24,313.23
13917,2,272.04,228,2011-10-21,2011-06-01,16,49,141,136.02
13918,2,1212.8400000000001,1140,2011-10-21,2011-03-31,30,49,203,606.42
13919,2,384.81,474,2011-10-11,2011-08-10,24,58,62,192.4
13922,1,172.25,93,2010-12-23,2010-12-23,7,351,0,172.25
13923,1,351.13,185,2011-10-17,2011-10-17,20,53,0,351.13
13924,6,1838.8500000000001,1575,2011-12-08,2011-09-28,90,1,70,306.48
13925,4,678.25,331,2011-09-08,2011-07-28,28,92,42,169.56
13926,1,223.85000000000002,104,2011-11-16,2011-11-16,11,22,0,223.85
13927,1,348.99,214,2011-09-26,2011-09-26,21,74,0,348.99
13928,4,464.57,129,2011-11-29,2011-07-29,23,10,122,116.14
13929,2,842.65,143,2011-06-23,2011-01-17,8,168,157,421.32
13930,2,337.34,274,2011-10-13,2011-07-26,15,57,78,168.67
13931,2,1237.53,725,2011-09-05,2011-03-04,56,95,185,618.76
13932,1,307.4,72,2011-02-18,2011-02-18,16,294,0,307.4
13933,2,608.7900000000001,205,2011-08-22,2011-07-14,23,108,39,304.4
13934,1,922.1,390,2011-03-21,2011-03-21,31,263,0,922.1
13936,1,376.58,330,2011-06-13,2011-06-13,26,179,0,376.58
13937,1,158.85,123,2011-06-23,2011-06-23,9,168,0,158.85
13938,1,71.66,70,2011-11-04,2011-11-04,7,34,0,71.66
13939,3,568.55,847,2011-11-16,2011-02-01,43,22,288,189.52
13940,4,839.14,516,2011-11-22,2011-07-18,39,16,126,209.78
13941,5,5112.96,2364,2011-11-18,2010-12-02,24,21,350,1022.59
13946,3,561.5699999999999,443,2011-09-21,2011-03-17,11,78,188,187.19
13947,1,90.6,44,2011-10-05,2011-10-05,5,64,0,90.6
13948,1,102.0,40,2010-12-14,2010-12-14,3,360,0,102.0
13949,6,2427.32,2474,2011-12-07,2011-09-06,124,2,91,404.55
13950,4,745.06,323,2011-11-28,2011-04-07,33,10,235,186.26
13951,3,674.45,459,2011-06-16,2011-02-18,38,175,118,224.82
13952,2,3251.071,1431,2011-05-06,2011-04-15,120,217,20,1625.54
13953,7,3515.68,2724,2011-12-02,2010-12-22,8,6,345,502.24
13954,2,439.92,150,2011-12-08,2011-09-30,24,1,69,219.96
13955,2,322.96,154,2011-07-08,2011-02-07,33,153,151,161.48
13956,5,1019.27,486,2011-12-04,2011-03-13,123,4,266,203.85
13959,3,594.04,355,2011-09-21,2010-12-12,79,78,283,198.01
13960,2,230.22,142,2011-11-18,2011-09-29,11,20,50,115.11
13962,2,169.55,87,2011-11-18,2011-04-08,11,21,223,84.78
13963,4,664.54,460,2011-02-04,2010-12-07,35,307,59,166.14
13967,1,80.7,42,2011-07-17,2011-07-17,2,145,0,80.7
13969,18,9024.17,4528,2011-12-02,2010-12-09,334,6,357,501.34
13971,8,2758.26,1844,2011-11-21,2011-02-27,118,18,266,344.78
13972,2,190.25,187,2011-09-30,2011-05-22,15,70,131,95.12
13973,1,264.7,109,2011-02-25,2011-02-25,11,286,0,264.7
13974,1,413.59000000000003,249,2011-10-21,2011-10-21,28,48,0,413.59
13975,6,2461.2400000000002,1697,2011-11-08,2011-03-08,240,30,245,410.21
13976,1,357.98,154,2011-05-17,2011-05-17,10,206,0,357.98
13978,2,196.79000000000002,315,2011-11-25,2011-10-25,14,14,30,98.4
13979,1,869.87,639,2011-09-27,2011-09-27,54,72,0,869.87
13980,1,200.14,172,2011-10-10,2011-10-10,11,59,0,200.14
13982,4,1871.81,1136,2011-10-31,2010-12-09,72,38,326,467.95
13983,12,2603.43,1183,2011-11-10,2010-12-08,91,29,337,216.95
13984,5,920.51,679,2011-11-13,2010-12-08,14,26,339,184.1
13985,15,7060.13,3445,2011-12-05,2011-03-20,108,3,260,470.68
13986,1,320.46,430,2011-11-22,2011-11-22,12,16,0,320.46
13988,6,4147.96,3044,2011-11-20,2011-03-30,188,19,234,691.33
13989,2,1266.08,1313,2011-10-05,2011-04-14,33,65,173,633.04
13990,1,311.3,190,2011-05-10,2011-05-10,16,212,0,311.3
13991,6,852.88,995,2011-11-27,2011-07-19,58,11,131,142.15
13992,1,76.8,64,2011-11-09,2011-11-09,5,29,0,76.8
13993,9,3466.36,900,2011-10-28,2011-01-13,66,42,287,385.15
13994,6,2274.14,932,2011-12-06,2011-07-14,122,3,144,379.02
13995,5,1393.69,879,2011-11-24,2011-04-08,55,14,230,278.74
13999,12,3901.81,2243,2011-11-29,2010-12-13,102,9,351,325.15
14000,1,635.66,710,2011-05-12,2011-05-12,15,210,0,635.66
14001,3,2043.0800000000002,962,2011-10-25,2010-12-01,34,45,327,681.03
14002,2,529.73,877,2011-07-28,2011-07-06,47,133,22,264.86
14004,7,4582.64,2668,2011-10-27,2011-02-24,102,42,245,654.66
14005,5,2874.72,2478,2011-11-30,2011-05-08,53,9,206,574.94
14006,3,962.19,641,2011-08-16,2011-01-31,22,115,196,320.73
14009,2,695.61,365,2011-05-25,2011-05-18,42,197,7,347.8
14012,1,328.8,160,2011-03-07,2011-03-07,11,277,0,328.8
14013,3,473.02,462,2011-08-21,2011-03-09,30,109,165,157.67
14014,1,505.18,1076,2011-09-23,2011-09-23,39,76,0,505.18
14015,1,917.34,378,2011-10-18,2011-10-18,20,52,0,917.34
14016,4,4341.21,2125,2011-07-01,2010-12-17,154,161,195,1085.3
14019,3,1421.61,1037,2011-10-24,2011-07-24,37,46,91,473.87
14020,2,642.8,441,2011-11-23,2011-09-12,37,16,71,321.4
14021,3,631.9,192,2011-07-07,2011-03-28,22,154,101,210.63
14022,1,440.0,487,2011-04-28,2011-04-28,28,224,0,440.0
14023,2,584.07,345,2011-12-02,2011-04-03,30,6,242,292.04
14024,2,327.7,150,2011-08-10,2011-08-07,16,121,2,163.85
14027,1,104.82,62,2011-10-10,2011-10-10,6,60,0,104.82
14029,2,467.66,198,2011-10-07,2011-07-18,15,62,80,233.83
14030,8,2358.84,1478,2011-11-21,2010-12-08,210,17,348,294.86
14031,19,17286.86,5788,2011-12-02,2010-12-02,119,6,365,909.83
14032,11,2975.59,2032,2011-12-07,2010-12-08,53,1,364,270.51
14034,3,648.89,420,2011-11-17,2011-07-05,82,21,135,216.3
14035,5,1428.02,739,2011-11-11,2011-02-15,41,28,268,285.6
14036,1,626.65,268,2011-02-28,2011-02-28,38,284,0,626.65
14037,2,147.20000000000002,46,2011-06-16,2010-12-10,27,175,188,73.6
14038,3,1560.38,965,2011-09-22,2011-05-16,64,77,128,520.13
14039,1,152.2,92,2011-11-06,2011-11-06,6,32,0,152.2
14040,12,3560.32,1544,2011-10-30,2011-01-12,146,40,290,296.69
14041,1,141.41,94,2011-03-18,2011-03-18,21,265,0,141.41
14044,4,646.42,304,2011-11-13,2011-02-03,165,26,283,161.6
14045,4,1659.75,535,2011-08-22,2010-12-01,4,108,264,414.94
14046,1,154.99,460,2011-02-28,2011-02-28,14,283,0,154.99
14047,5,1308.6100000000001,381,2011-12-01,2010-12-02,22,8,364,261.72
14048,1,409.93,288,2011-02-07,2011-02-07,83,304,0,409.93
14049,4,5578.72,3808,2011-11-23,2011-01-26,348,16,301,1394.68
14050,2,746.36,689,2011-11-08,2011-08-25,49,31,74,373.18
14051,23,15610.390000000001,3756,2011-12-09,2010-12-08,52,0,365,678.71
14052,1,225.36,89,2011-11-20,2011-11-20,56,19,0,225.36
14053,2,260.25,215,2011-08-07,2011-07-03,2,123,35,130.12
14054,1,92.46,62,2011-10-05,2011-10-05,6,64,0,92.46
14055,1,725.6400000000001,216,2011-08-25,2011-08-25,10,105,0,725.64
14056,23,8152.71,4252,2011-12-08,2011-02-28,320,0,282,354.47
14057,17,6211.66,4873,2011-11-16,2010-12-14,179,23,336,365.39
14059,1,183.6,128,2011-03-18,2011-03-18,8,266,0,183.6
14060,19,6140.42,5386,2011-12-05,2010-12-02,86,4,368,323.18
14062,12,10464.85,5593,2011-11-30,2010-12-10,60,9,354,872.07
14064,5,1334.34,1772,2011-11-10,2011-03-10,59,28,245,266.87
14066,1,152.55,45,2011-03-18,2011-03-18,7,266,0,152.55
14067,2,374.7,361,2011-10-07,2011-09-04,51,63,32,187.35
14068,1,265.85,73,2011-01-23,2011-01-23,22,319,0,265.85
14071,8,1437.57,994,2011-12-06,2011-03-20,271,3,261,179.7
14073,1,151.04,130,2011-11-07,2011-11-07,13,31,0,151.04
14075,3,942.26,754,2011-12-05,2011-03-23,33,4,256,314.09
14076,1,118.67,79,2011-08-02,2011-08-02,43,128,0,118.67
14077,5,499.41999999999996,268,2011-10-30,2011-03-10,33,40,233,99.88
14078,6,1049.37,310,2011-08-30,2010-12-01,46,101,271,174.9
14079,1,375.1,301,2011-08-07,2011-08-07,12,124,0,375.1
14080,1,45.599999999999994,48,2011-11-07,2011-11-07,4,32,0,45.6
14081,2,921.62,592,2011-02-10,2010-12-05,126,301,67,460.81
14082,1,182.25,110,2010-12-10,2010-12-10,28,364,0,182.25
14083,9,1002.9,705,2011-12-05,2010-12-03,162,3,367,111.43
14085,18,4421.29,3177,2011-12-07,2010-12-06,272,1,366,245.63
14087,1,191.47,250,2011-12-07,2011-12-07,61,2,0,191.47
14088,13,50491.81,12665,2011-11-29,2011-01-21,379,9,312,3883.99
14089,1,158.75,133,2011-10-14,2011-10-14,13,56,0,158.75
14090,1,76.32000000000001,72,2011-01-19,2011-01-19,1,324,0,76.32
14092,14,4076.91,2066,2011-12-02,2010-12-16,117,7,350,291.21
