CustomerID,segment,cluster,days_since_last_purchase,purchase_frequency,total_revenue,unique_products,avg_order_value,customer_lifespan_days
13690,Regular Customer,1,58,1,172.25,9,172.25,0
13692,Regular Customer,1,24,3,1488.32,48,496.11,211
13695,VIP Customer,2,30,15,2504.13,46,166.94,228
13697,Regular Customer,1,38,1,151.29999999999998,12,151.3,0
13699,Low Value Customer,0,154,1,308.58000000000004,14,308.58,0
13700,Regular Customer,1,25,10,2248.63,139,224.86,300
13703,Low Value Customer,0,317,1,99.5,1,99.5,0
13704,Regular Customer,1,4,9,2308.06,111,256.45,83
13705,Regular Customer,1,7,3,711.86,25,237.29,366
13706,Low Value Customer,0,302,1,330.79,20,330.79,0
13707,Low Value Customer,0,266,2,806.41,48,403.2,48
13708,Low Value Customer,0,270,1,285.33,49,285.33,0
13709,VIP Customer,2,3,13,6307.650000000001,244,485.2,311
13710,Regular Customer,1,31,1,180.48,8,180.48,0
13711,Low Value Customer,0,218,2,252.06,11,126.03,0
13712,Low Value Customer,0,246,1,228.84,10,228.84,0
13715,Low Value Customer,0,280,5,1077.39,89,215.48,91
13716,Low Value Customer,0,268,1,138.28,21,138.28,0
13717,Regular Customer,1,31,6,1445.01,92,240.84,266
13718,Low Value Customer,0,245,2,306.55,9,153.28,49
13719,Regular Customer,1,14,5,1041.68,56,208.34,219
13720,Regular Customer,1,116,4,799.9,42,199.98,138
13721,Regular Customer,1,35,1,524.14,28,524.14,0
13722,Regular Customer,1,131,3,2375.41,75,791.8,151
13723,Low Value Customer,0,216,1,199.85,6,199.85,0
13725,Regular Customer,1,49,8,1980.56,95,247.57,258
13726,Regular Customer,1,38,2,1079.66,39,539.83,61
13727,Regular Customer,1,28,2,333.48,19,166.74,4
13728,Regular Customer,1,36,6,1016.14,38,169.36,273
13730,Regular Customer,1,135,2,752.6,38,376.3,25
13731,Low Value Customer,0,218,2,610.59,36,305.3,27
13732,Regular Customer,1,27,1,491.86,33,491.86,0
13735,Regular Customer,1,24,4,2883.54,158,720.88,209
13736,Regular Customer,1,4,2,729.8,166,364.9,255
13737,Low Value Customer,0,199,1,339.6,29,339.6,0
13739,Regular Customer,1,17,1,216.9,3,216.9,0
13740,Low Value Customer,0,240,1,350.75,23,350.75,0
13741,Regular Customer,1,71,3,668.4300000000001,34,222.81,145
13742,Regular Customer,1,16,12,3107.87,200,258.99,303
13743,Regular Customer,1,2,7,1341.6,8,191.66,256
13744,Regular Customer,1,94,2,1080.52,54,540.26,197
13745,Low Value Customer,0,161,1,300.04,25,300.04,0
13747,Low Value Customer,0,373,1,79.6,1,79.6,0
13748,Regular Customer,1,95,5,948.25,24,189.65,278
13750,Regular Customer,1,53,5,1647.26,20,329.45,283
13751,Low Value Customer,0,287,1,296.25,9,296.25,0
13752,Regular Customer,1,123,6,1175.38,64,195.9,122
13753,Low Value Customer,0,287,1,741.26,35,741.26,0
13754,Low Value Customer,0,151,2,282.6,11,141.3,165
13755,Regular Customer,1,3,9,2108.06,232,234.23,59
13756,VIP Customer,2,1,14,5189.52,66,370.68,365
13758,Regular Customer,1,11,7,3190.55,104,455.79,361
13759,Regular Customer,1,32,2,659.4100000000001,24,329.71,37
13760,Regular Customer,1,53,2,286.79,50,143.4,202
13761,Regular Customer,1,49,2,1070.65,68,535.33,129
13762,Low Value Customer,0,218,1,306.72,7,306.72,0
13763,Regular Customer,1,62,1,1714.96,15,1714.96,0
13764,Regular Customer,1,70,3,1519.42,183,506.47,266
13767,VIP Customer,2,1,37,17220.36,55,465.42,371
13769,Regular Customer,1,1,10,2796.51,73,279.65,365
13771,Regular Customer,1,63,4,2634.45,114,658.61,182
13772,Regular Customer,1,33,3,1122.63,141,374.21,205
13774,Regular Customer,1,81,1,345.0,22,345.0,0
13778,Regular Customer,1,102,1,178.7,9,178.7,0
13780,Regular Customer,1,6,2,360.01,56,180.0,163
13781,Low Value Customer,0,250,1,127.84,17,127.84,0
13782,Regular Customer,1,12,6,908.86,96,151.48,315
13784,Regular Customer,1,9,11,2462.79,9,223.89,322
13786,Low Value Customer,0,366,1,230.4,7,230.4,0
13787,Regular Customer,1,75,2,309.04,24,154.52,288
13790,Regular Customer,1,3,1,348.8,45,348.8,0
13791,Regular Customer,1,127,2,1516.0,7,758.0,40
13792,Regular Customer,1,65,2,195.55,13,97.78,221
13799,Regular Customer,1,116,2,688.86,32,344.43,177
13800,Low Value Customer,0,309,1,558.32,33,558.32,0
13801,Regular Customer,1,66,1,324.8,23,324.8,0
13802,Regular Customer,1,138,3,4599.42,55,1533.14,172
13803,Low Value Customer,0,254,1,277.07,17,277.07,0
13804,Regular Customer,1,30,7,2588.39,124,369.77,259
13805,Regular Customer,1,51,2,924.6,10,462.3,76
13806,Regular Customer,1,63,1,256.38,10,256.38,0
13807,Low Value Customer,0,366,1,112.6,7,112.6,0
13808,Regular Customer,1,5,5,1747.66,70,349.53,91
13809,Low Value Customer,0,304,1,155.05,11,155.05,0
13810,Regular Customer,1,28,3,1499.01,32,499.67,27
13811,Low Value Customer,0,183,3,814.5,7,271.5,55
13812,Regular Customer,1,41,3,539.0,33,179.67,63
13813,Regular Customer,1,39,4,1366.86,54,341.72,95
13814,Regular Customer,1,91,2,1579.12,37,789.56,44
13815,Regular Customer,1,21,4,4027.36,132,1006.84,296
13816,Regular Customer,1,23,2,571.6700000000001,25,285.84,40
13817,Regular Customer,1,28,2,382.98,20,191.49,322
13819,Low Value Customer,0,301,3,1140.35,26,380.12,18
13821,Low Value Customer,0,144,2,385.64,51,192.82,116
13822,Regular Customer,1,5,2,632.0,90,316.0,34
13823,Regular Customer,1,18,2,957.66,39,478.83,72
13824,Regular Customer,1,32,5,1698.94,34,339.79,277
13826,Low Value Customer,0,175,1,189.5,10,189.5,0
13827,Regular Customer,1,57,3,409.8,83,136.6,85
13828,Regular Customer,1,21,1,209.49,15,209.49,0
13831,Regular Customer,1,15,6,2198.45,58,366.41,353
13832,Regular Customer,1,18,1,52.2,3,52.2,0
13833,Low Value Customer,0,158,1,383.85,28,383.85,0
13835,Regular Customer,1,24,4,834.57,48,208.64,190
13837,Low Value Customer,0,211,2,266.59000000000003,17,133.3,105
13838,Regular Customer,1,5,4,674.82,144,168.7,364
13841,Low Value Customer,0,252,1,85.0,1,85.0,0
13842,Regular Customer,1,58,9,3385.62,155,376.18,308
13844,Regular Customer,1,10,1,361.62,20,361.62,0
13845,Regular Customer,1,64,1,312.98,9,312.98,0
13846,Regular Customer,1,24,3,865.0600000000001,55,288.35,335
13848,Regular Customer,1,91,3,1255.0,3,418.33,273
13849,Regular Customer,1,51,2,1537.95,97,768.98,119
13850,Regular Customer,1,128,1,1595.48,93,1595.48,0
13851,Regular Customer,1,95,3,2651.46,77,883.82,192
13853,Regular Customer,1,56,1,1090.14,23,1090.14,0
13854,VIP Customer,2,8,25,8109.519999999999,39,324.38,356
13856,Low Value Customer,0,168,3,388.5,10,129.5,34
13858,Regular Customer,1,56,1,216.17,11,216.17,0
13859,Low Value Customer,0,325,1,201.16,27,201.16,0
13860,Regular Customer,1,0,5,1245.9,58,249.18,85
13862,Regular Customer,1,17,8,2209.36,97,276.17,314
13863,Low Value Customer,0,247,1,305.78,20,305.78,0
13865,Regular Customer,1,57,4,501.56,26,125.39,231
13866,Regular Customer,1,73,1,145.67000000000002,7,145.67,0
13867,Regular Customer,1,30,3,1005.09,51,335.03,186
13868,Regular Customer,1,6,2,3192.54,32,1596.27,31
13869,Regular Customer,1,122,4,3083.65,234,770.91,233
13870,Regular Customer,1,1,8,2770.94,91,346.37,285
13871,VIP Customer,2,22,13,6403.25,155,492.56,286
13873,Regular Customer,1,119,3,389.6,21,129.87,190
13874,Low Value Customer,0,357,1,540.45,18,540.45,0
13875,Regular Customer,1,53,5,1786.79,79,357.36,247
13876,Regular Customer,1,63,1,122.7,7,122.7,0
13877,Regular Customer,1,85,1,117.24,3,117.24,0
13878,Regular Customer,1,54,1,1271.57,35,1271.57,0
13880,VIP Customer,2,20,13,3219.77,125,247.67,345
13881,VIP Customer,2,3,20,17159.52,72,857.98,308
13882,Regular Customer,1,2,5,1191.13,54,238.23,61
13883,Regular Customer,1,10,5,2674.48,108,534.9,242
13884,Regular Customer,1,6,5,787.6,45,157.52,276
13885,Low Value Customer,0,188,2,506.8,28,253.4,11
13886,Regular Customer,1,70,1,243.56,16,243.56,0
13887,Low Value Customer,0,203,1,349.55,19,349.55,0
13888,Regular Customer,1,119,2,595.67,38,297.83,98
13889,Regular Customer,1,92,1,416.9,15,416.9,0
13890,Regular Customer,1,0,10,1883.81,74,188.38,357
13892,Regular Customer,1,26,4,632.97,26,158.24,219
13893,Low Value Customer,0,297,1,821.1,21,821.1,0
13894,Regular Customer,1,23,3,564.62,25,188.21,286
13895,Regular Customer,1,27,4,2593.07,97,648.27,136
13897,Regular Customer,1,49,1,311.16,17,311.16,0
13898,Low Value Customer,0,325,1,155.93,12,155.93,0
13899,Regular Customer,1,15,2,388.52,19,194.26,258
13900,Low Value Customer,0,182,3,740.95,42,246.98,79
13901,Regular Customer,1,71,5,2867.2,144,573.44,246
13904,Regular Customer,1,36,2,332.64,24,166.32,257
13908,Regular Customer,1,79,4,2369.55,104,592.39,196
13911,Regular Customer,1,56,9,2580.91,120,286.77,251
13914,Regular Customer,1,11,2,626.45,28,313.23,24
13917,Regular Customer,1,49,2,272.04,16,136.02,141
13918,Regular Customer,1,49,2,1212.84,30,606.42,203
13919,Regular Customer,1,58,2,384.81,24,192.4,62
13922,Low Value Customer,0,351,1,172.25,7,172.25,0
13923,Regular Customer,1,53,1,351.13,20,351.13,0
13924,Regular Customer,1,1,6,1838.85,90,306.48,70
13925,Regular Customer,1,92,4,678.25,28,169.56,42
13926,Regular Customer,1,22,1,223.85,11,223.85,0
13927,Regular Customer,1,74,1,348.99,21,348.99,0
13928,Regular Customer,1,10,4,464.57,23,116.14,122
13929,Low Value Customer,0,168,2,842.65,8,421.32,157
13930,Regular Customer,1,57,2,337.34,15,168.67,78
13931,Regular Customer,1,95,2,1237.53,56,618.76,185
13932,Low Value Customer,0,294,1,307.4,16,307.4,0
13933,Regular Customer,1,108,2,608.7900000000001,23,304.4,39
13934,Low Value Customer,0,263,1,922.1,31,922.1,0
13936,Low Value Customer,0,179,1,376.58,26,376.58,0
13937,Low Value Customer,0,168,1,158.85,9,158.85,0
13938,Regular Customer,1,34,1,71.66,7,71.66,0
13939,Regular Customer,1,22,3,568.55,43,189.52,288
13940,Regular Customer,1,16,4,839.14,39,209.78,126
13941,Regular Customer,1,21,5,5112.96,24,1022.59,350
13946,Regular Customer,1,78,3,561.5699999999999,11,187.19,188
13947,Regular Customer,1,64,1,90.6,5,90.6,0
13948,Low Value Customer,0,360,1,102.0,3,102.0,0
13949,Regular Customer,1,2,6,2427.32,124,404.55,91
13950,Regular Customer,1,10,4,745.06,33,186.26,235
13951,Low Value Customer,0,175,3,674.45,38,224.82,118
13952,Low Value Customer,0,217,2,3251.071,120,1625.54,20
13953,Regular Customer,1,6,7,3515.68,8,502.24,345
13954,Regular Customer,1,1,2,439.92,24,219.96,69
13955,Low Value Customer,0,153,2,322.96,33,161.48,151
13956,Regular Customer,1,4,5,1019.27,123,203.85,266
13959,Regular Customer,1,78,3,594.04,79,198.01,283
13960,Regular Customer,1,20,2,230.22,11,115.11,50
13962,Regular Customer,1,21,2,169.55,11,84.78,223
13963,Low Value Customer,0,307,4,664.54,35,166.14,59
13967,Low Value Customer,0,145,1,80.7,2,80.7,0
13969,VIP Customer,2,6,18,9024.17,334,501.34,357
13971,Regular Customer,1,18,8,2758.26,118,344.78,266
13972,Regular Customer,1,70,2,190.25,15,95.12,131
13973,Low Value Customer,0,286,1,264.7,11,264.7,0
13974,Regular Customer,1,48,1,413.59,28,413.59,0
13975,Regular Customer,1,30,6,2461.24,240,410.21,245
13976,Low Value Customer,0,206,1,357.98,10,357.98,0
13978,Regular Customer,1,14,2,196.79,14,98.4,30
13979,Regular Customer,1,72,1,869.87,54,869.87,0
13980,Regular Customer,1,59,1,200.14,11,200.14,0
13982,Regular Customer,1,38,4,1871.81,72,467.95,326
13983,Regular Customer,1,29,12,2603.43,91,216.95,337
13984,Regular Customer,1,26,5,920.51,14,184.1,339
13985,VIP Customer,2,3,15,7060.13,108,470.68,260
13986,Regular Customer,1,16,1,320.46,12,320.46,0
13988,Regular Customer,1,19,6,4147.96,188,691.33,234
13989,Regular Customer,1,65,2,1266.08,33,633.04,173
13990,Low Value Customer,0,212,1,311.3,16,311.3,0
13991,Regular Customer,1,11,6,852.88,58,142.15,131
13992,Regular Customer,1,29,1,76.8,5,76.8,0
13993,Regular Customer,1,42,9,3466.36,66,385.15,287
13994,Regular Customer,1,3,6,2274.14,122,379.02,144
13995,Regular Customer,1,14,5,1393.69,55,278.74,230
13999,VIP Customer,2,9,12,3901.81,102,325.15,351
14000,Low Value Customer,0,210,1,635.66,15,635.66,0
14001,Regular Customer,1,45,3,2043.08,34,681.03,327
14002,Regular Customer,1,133,2,529.73,47,264.86,22
14004,Regular Customer,1,42,7,4582.64,102,654.66,245
14005,Regular Customer,1,9,5,2874.72,53,574.94,206
14006,Regular Customer,1,115,3,962.19,22,320.73,196
14009,Low Value Customer,0,197,2,695.61,42,347.8,7
14012,Low Value Customer,0,277,1,328.8,11,328.8,0
14013,Regular Customer,1,109,3,473.02,30,157.67,165
14014,Regular Customer,1,76,1,505.18,39,505.18,0
14015,Regular Customer,1,52,1,917.34,20,917.34,0
14016,Regular Customer,1,161,4,4341.21,154,1085.3,195
14019,Regular Customer,1,46,3,1421.61,37,473.87,91
14020,Regular Customer,1,16,2,642.8,37,321.4,71
14021,Low Value Customer,0,154,3,631.9,22,210.63,101
14022,Low Value Customer,0,224,1,440.0,28,440.0,0
14023,Regular Customer,1,6,2,584.07,30,292.04,242
14024,Regular Customer,1,121,2,327.7,16,163.85,2
14027,Regular Customer,1,60,1,104.82,6,104.82,0
14029,Regular Customer,1,62,2,467.66,15,233.83,80
14030,Regular Customer,1,17,8,2358.84,210,294.86,348
14031,VIP Customer,2,6,19,17286.86,119,909.83,365
14032,Regular Customer,1,1,11,2975.59,53,270.51,364
14034,Regular Customer,1,21,3,648.89,82,216.3,135
14035,Regular Customer,1,28,5,1428.02,41,285.6,268
14036,Low Value Customer,0,284,1,626.65,38,626.65,0
14037,Low Value Customer,0,175,2,147.20000000000002,27,73.6,188
14038,Regular Customer,1,77,3,1560.38,64,520.13,128
14039,Regular Customer,1,32,1,152.2,6,152.2,0
14040,VIP Customer,2,40,12,3560.32,146,296.69,290
14041,Low Value Customer,0,265,1,141.41,21,141.41,0
14044,Regular Customer,1,26,4,646.42,165,161.6,283
14045,Regular Customer,1,108,4,1659.75,4,414.94,264
14046,Low Value Customer,0,283,1,154.99,14,154.99,0
14047,Regular Customer,1,8,5,1308.61,22,261.72,364
14048,Low Value Customer,0,304,1,409.93,83,409.93,0
14049,Regular Customer,1,16,4,5578.72,348,1394.68,301
14050,Regular Customer,1,31,2,746.36,49,373.18,74
14051,VIP Customer,2,0,23,15610.39,52,678.71,365
14052,Regular Customer,1,19,1,225.36,56,225.36,0
14053,Regular Customer,1,123,2,260.25,2,130.12,35
14054,Regular Customer,1,64,1,92.46,6,92.46,0
14055,Regular Customer,1,105,1,725.6400000000001,10,725.64,0
14056,VIP Customer,2,0,23,8152.71,320,354.47,282
14057,VIP Customer,2,23,17,6211.66,179,365.39,336
14059,Low Value Customer,0,266,1,183.6,8,183.6,0
14060,VIP Customer,2,4,19,6140.42,86,323.18,368
14062,VIP Customer,2,9,12,10464.85,60,872.07,354
14064,Regular Customer,1,28,5,1334.34,59,266.87,245
14066,Low Value Customer,0,266,1,152.55,7,152.55,0
14067,Regular Customer,1,63,2,374.7,51,187.35,32
14068,Low Value Customer,0,319,1,265.85,22,265.85,0
14071,Regular Customer,1,3,8,1437.57,271,179.7,261
14073,Regular Customer,1,31,1,151.04,13,151.04,0
14075,Regular Customer,1,4,3,942.26,33,314.09,256
14076,Regular Customer,1,128,1,118.67,43,118.67,0
14077,Regular Customer,1,40,5,499.42,33,99.88,233
14078,Regular Customer,1,101,6,1049.37,46,174.9,271
14079,Regular Customer,1,124,1,375.1,12,375.1,0
14080,Regular Customer,1,32,1,45.6,4,45.6,0
14081,Low Value Customer,0,301,2,921.62,126,460.81,67
14082,Low Value Customer,0,364,1,182.25,28,182.25,0
14083,Regular Customer,1,3,9,1002.9,162,111.43,367
14085,VIP Customer,2,1,18,4421.29,272,245.63,366
14087,Regular Customer,1,2,1,191.47,61,191.47,0
14089,Regular Customer,1,56,1,158.75,13,158.75,0
14090,Low Value Customer,0,324,1,76.32000000000001,1,76.32,0
14092,VIP Customer,2,7,14,4076.91,117,291.21,350
14093,Regular Customer,1,11,1,433.86,95,433.86,0
14098,Regular Customer,1,36,1,147.35,21,147.35,0
14099,Regular Customer,1,15,11,3104.17,167,282.2,338
14100,Low Value Customer,0,137,1,191.95,24,191.95,0
14101,VIP Customer,2,73,6,5976.79,15,996.13,252
14102,Regular Customer,1,4,5,1105.88,35,221.18,39
14104,Low Value Customer,0,154,2,216.21,21,108.1,11
14105,Low Value Customer,0,238,1,1266.23,74,1266.23,0
14107,Regular Customer,1,51,7,2703.23,61,386.18,312
14108,Regular Customer,1,30,2,597.91,33,298.96,70
14109,Regular Customer,1,72,1,144.2,9,144.2,0
14110,VIP Customer,2,3,12,5683.15,94,473.6,263
14111,Regular Customer,1,13,4,692.85,10,173.21,227
14112,Regular Customer,1,22,7,2915.15,117,416.45,253
14113,Regular Customer,1,3,4,1840.42,26,460.1,351
14114,Low Value Customer,0,273,2,386.53,15,193.26,56
14116,Regular Customer,1,19,5,1382.74,61,276.55,101
14117,Low Value Customer,0,143,1,90.0,3,90.0,0
14121,Regular Customer,1,3,4,2780.15,148,695.04,56
14124,Regular Customer,1,83,1,419.58,4,419.58,0
14125,Regular Customer,1,10,3,2720.63,159,906.88,67
14126,Regular Customer,1,7,3,706.1300000000001,14,235.38,2
14127,Regular Customer,1,122,3,709.71,39,236.57,187
14128,Regular Customer,1,60,2,637.5,40,318.75,195
14129,Regular Customer,1,1,5,1123.86,31,224.77,259
14130,Low Value Customer,0,318,1,480.91,66,480.91,0
14132,Regular Customer,1,1,11,3586.03,100,326.0,181
14133,Regular Customer,1,129,3,605.64,25,201.88,186
14135,VIP Customer,2,1,15,4690.31,95,312.69,371
14138,Regular Customer,1,1,2,965.88,40,482.94,62
14139,Regular Customer,1,45,1,415.82,26,415.82,0
14140,Regular Customer,1,3,2,935.05,60,467.52,27
14141,Regular Customer,1,2,4,915.13,27,228.78,102
14142,Low Value Customer,0,372,1,311.81,22,311.81,0
14143,Regular Customer,1,133,1,115.8,7,115.8,0
14145,Regular Customer,1,46,4,3742.2,6,935.55,170
14146,Regular Customer,1,8,5,4191.0,183,838.2,348
14147,Regular Customer,1,77,2,483.4,4,241.7,207
14148,Low Value Customer,0,233,1,157.2,3,157.2,0
14149,Low Value Customer,0,220,1,446.62,28,446.62,0
14150,Regular Customer,1,35,2,658.64,23,329.32,324
14152,Regular Customer,1,74,2,621.29,47,310.64,158
14154,Low Value Customer,0,238,2,1345.62,52,672.81,0
14155,Low Value Customer,0,265,1,118.75,6,118.75,0
14157,Regular Customer,1,19,2,424.89,45,212.45,265
14158,Regular Customer,1,39,1,507.66,41,507.66,0
14159,VIP Customer,2,19,11,4630.35,501,420.94,343
14161,Low Value Customer,0,215,3,1097.62,87,365.87,153
14162,Low Value Customer,0,173,2,289.36,25,144.68,118
14163,Regular Customer,1,86,4,2445.91,36,611.48,151
14164,Regular Customer,1,70,2,1631.77,28,815.88,10
14165,Low Value Customer,0,275,1,120.44,23,120.44,0
14167,Regular Customer,1,38,4,562.59,27,140.65,291
14171,Regular Customer,1,97,1,363.79,57,363.79,0
14173,Regular Customer,1,10,4,450.84,28,112.71,208
14174,Regular Customer,1,32,1,134.46,26,134.46,0
14175,Regular Customer,1,59,3,3222.3,139,1074.1,269
14176,Low Value Customer,0,296,4,576.9000000000001,28,144.23,70
14177,Regular Customer,1,85,4,549.46,37,137.36,93
14178,Regular Customer,1,8,7,1600.26,191,228.61,173
14179,Regular Customer,1,40,2,701.57,135,350.78,11
14180,VIP Customer,2,10,25,4748.52,112,189.94,361
14184,Regular Customer,1,66,1,452.89,24,452.89,0
14185,Low Value Customer,0,330,1,197.65,3,197.65,0
14188,Regular Customer,1,30,6,2054.36,34,342.39,279
14189,VIP Customer,2,1,15,4654.08,176,310.27,366
14191,VIP Customer,2,1,13,4684.76,145,360.37,218
14193,Regular Customer,1,67,2,853.39,35,426.7,201
14194,VIP Customer,2,4,21,11349.52,269,540.45,303
14195,Low Value Customer,0,201,2,1012.0,7,506.0,50
14196,Regular Customer,1,106,1,335.52,6,335.52,0
14198,Regular Customer,1,17,4,701.4,35,175.35,221
14199,Low Value Customer,0,217,1,185.4,2,185.4,0
14201,Regular Customer,1,59,7,747.44,32,106.78,299
14204,Regular Customer,1,1,1,150.61,36,150.61,0
14205,Regular Customer,1,16,2,466.7,23,233.35,247
14206,Low Value Customer,0,238,1,328.16,20,328.16,0
14208,Regular Customer,1,94,1,151.74,10,151.74,0
14209,Regular Customer,1,10,6,2073.43,55,345.57,321
14210,Regular Customer,1,105,6,1905.84,66,317.64,265
14211,Regular Customer,1,52,9,2241.1,87,249.01,241
14212,Regular Customer,1,89,1,1070.48,9,1070.48,0
14214,Regular Customer,1,30,5,1004.38,64,200.88,246
14215,Regular Customer,1,11,6,1789.72,98,298.29,356
14216,Regular Customer,1,2,4,1839.3,47,459.82,34
14217,VIP Customer,2,1,17,2004.98,78,117.94,364
14218,Regular Customer,1,42,1,169.48000000000002,12,169.48,0
14219,Regular Customer,1,3,1,89.94,7,89.94,0
14220,Low Value Customer,0,246,2,632.4,21,316.2,110
14221,Regular Customer,1,41,9,3432.8,123,381.42,296
14222,Low Value Customer,0,176,1,683.17,41,683.17,0
14223,Regular Customer,1,91,3,991.13,50,330.38,171
14224,Regular Customer,1,109,4,1009.73,105,252.43,209
14226,Regular Customer,1,28,5,2214.79,64,442.96,240
14227,Regular Customer,1,25,10,3350.96,117,335.1,258
14229,Regular Customer,1,51,3,1547.2,29,515.73,281
14231,Low Value Customer,0,183,3,925.71,47,308.57,104
14232,Regular Customer,1,42,5,2048.07,81,409.61,221
14233,Regular Customer,1,48,4,1462.72,30,365.68,268
14234,Regular Customer,1,21,4,754.12,122,188.53,35
14235,Regular Customer,1,74,5,3144.86,65,628.97,185
14236,Regular Customer,1,80,2,490.86,15,245.43,291
14237,Low Value Customer,0,372,1,161.0,9,161.0,0
14238,Low Value Customer,0,325,1,146.85,8,146.85,0
14239,Regular Customer,1,42,11,2380.85,83,216.44,272
14240,Regular Customer,1,29,2,890.34,37,445.17,195
14241,Low Value Customer,0,183,1,213.7,10,213.7,0
14242,Low Value Customer,0,234,2,280.55,13,140.28,91
14243,Regular Customer,1,8,10,2588.77,99,258.88,357
14245,Low Value Customer,0,219,2,1693.45,107,846.72,43
14246,Regular Customer,1,110,3,1474.06,57,491.35,135
14247,Low Value Customer,0,277,1,136.76999999999998,19,136.77,0
14248,Low Value Customer,0,317,1,302.58,8,302.58,0
14250,Regular Customer,1,6,3,1904.05,94,634.68,82
14251,Regular Customer,1,1,5,2879.7000000000003,37,575.94,55
14256,Low Value Customer,0,259,2,969.06,51,484.53,104
14257,Regular Customer,1,63,5,3099.7200000000003,88,619.94,254
14258,VIP Customer,2,8,9,12669.98,58,1407.78,328
14259,Low Value Customer,0,141,1,120.0,5,120.0,0
14261,Regular Customer,1,50,2,1163.45,52,581.72,27
14262,Regular Customer,1,7,8,2618.23,87,327.28,232
14264,Low Value Customer,0,154,2,333.97,15,166.98,90
14265,Regular Customer,1,108,2,530.18,31,265.09,39
14267,Low Value Customer,0,162,3,1516.24,25,505.41,97
14270,Low Value Customer,0,331,1,492.65,29,492.65,0
14271,Low Value Customer,0,225,1,112.32,10,112.32,0
14272,Regular Customer,1,73,2,437.96,33,218.98,180
14273,Regular Customer,1,50,4,559.97,22,139.99,190
14276,Regular Customer,1,98,3,1119.74,52,373.25,191
14277,Regular Customer,1,14,3,4188.0,195,1396.0,197
14280,Low Value Customer,0,196,1,134.04,8,134.04,0
14282,VIP Customer,2,2,15,3701.44,70,246.76,364
14284,Regular Customer,1,30,2,595.25,24,297.62,55
14285,Regular Customer,1,20,4,1910.01,18,477.5,155
14286,Regular Customer,1,23,3,4628.75,220,1542.92,219
14287,Regular Customer,1,7,3,176.63,9,58.88,190
14288,Low Value Customer,0,212,1,426.6,16,426.6,0
14289,Regular Customer,1,8,6,911.26,33,151.88,280
14290,Regular Customer,1,10,5,2314.65,89,462.93,350
14291,VIP Customer,2,1,11,3883.25,145,353.02,273
14292,VIP Customer,2,7,9,4871.93,64,541.33,275
14293,Regular Customer,1,2,4,1046.56,51,261.64,365
14295,Regular Customer,1,39,1,166.20000000000002,5,166.2,0
14297,Regular Customer,1,17,4,1305.33,48,326.33,257
14299,Regular Customer,1,7,9,3965.62,94,440.62,357
14300,Regular Customer,1,18,1,43.2,3,43.2,0
14301,Regular Customer,1,116,1,640.14,13,640.14,0
14304,Low Value Customer,0,222,1,383.45,17,383.45,0
14305,Regular Customer,1,70,3,1858.96,96,619.65,64
14306,Regular Customer,1,50,2,2093.32,33,1046.66,34
14307,Regular Customer,1,88,6,2995.72,150,499.29,284
14309,Regular Customer,1,7,9,2352.53,74,261.39,350
14311,Low Value Customer,0,242,1,310.26,20,310.26,0
14312,Regular Customer,1,46,6,1611.59,74,268.6,290
14314,Regular Customer,1,106,1,120.0,8,120.0,0
14315,Regular Customer,1,44,6,2481.13,64,413.52,221
14317,Regular Customer,1,64,1,508.58,24,508.58,0
14320,Low Value Customer,0,206,2,477.79,29,238.9,126
14321,Regular Customer,1,10,5,1530.75,111,306.15,322
14323,Regular Customer,1,114,2,605.0600000000001,32,302.53,123
14326,Low Value Customer,0,241,1,183.85,8,183.85,0
14327,Low Value Customer,0,162,1,311.65,12,311.65,0
14329,Regular Customer,1,16,7,4975.24,218,710.75,312
14331,Regular Customer,1,123,2,462.66,27,231.33,10
14332,Regular Customer,1,22,3,840.21,22,280.07,125
14333,Regular Customer,1,67,1,415.2,15,415.2,0
14334,Regular Customer,1,16,8,2552.21,98,319.03,341
14335,Regular Customer,1,15,2,454.86,55,227.43,80
14336,Regular Customer,1,16,4,1614.91,77,403.73,259
14338,Low Value Customer,0,160,2,588.22,30,294.11,35
14339,Low Value Customer,0,242,1,309.52,14,309.52,0
14340,Low Value Customer,0,218,1,134.7,6,134.7,0
14341,Regular Customer,1,44,8,2166.98,109,270.87,273
14342,Regular Customer,1,20,4,668.5600000000001,18,167.14,188
14344,Regular Customer,1,126,8,889.9300000000001,56,111.24,241
14345,Regular Customer,1,38,1,108.98,6,108.98,0
14346,Regular Customer,1,120,2,1021.58,55,510.79,176
14348,Low Value Customer,0,259,1,409.57,18,409.57,0
14349,Regular Customer,1,9,1,133.5,31,133.5,0
14350,Low Value Customer,0,273,1,282.93,18,282.93,0
14351,Low Value Customer,0,164,1,51.0,1,51.0,0
14352,Low Value Customer,0,156,4,1078.96,44,269.74,116
14353,Low Value Customer,0,214,1,90.6,6,90.6,0
14354,Regular Customer,1,5,2,163.62,9,81.81,24
14355,Low Value Customer,0,365,1,174.4,11,174.4,0
14356,Regular Customer,1,79,2,701.23,33,350.62,1
14357,Regular Customer,1,42,1,225.12,39,225.12,0
14359,Regular Customer,1,18,3,912.18,44,304.06,68
14360,Regular Customer,1,31,4,2118.03,104,529.51,62
14362,Regular Customer,1,21,1,151.5,37,151.5,0
14364,Regular Customer,1,108,8,3717.35,61,464.67,102
14367,VIP Customer,2,7,16,9227.82,270,576.74,267
